"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN4998252CDF06B483,AH Roofing Contractors,"7 The Hills, Preston PR2 5BF",https://www.bing.com/th?id=OLC.QrQN4DRNqsA+Nw480x360&pid=Local,https://www.bing.com/maps?cp=53.79475784301758%7E-2.638519287109375&lvl=16.0&q=AH%20Roofing%20Contractors%20%2C%207%20The%20Hills%2C%20Preston%20PR2%205BF,53.79475784,-2.638519287,,,Home service,,,07547 639381,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4AEAF02997AD55F6,Your Roofer,"20 Cavendish Dr, Preston PR2 6NA",,https://www.bing.com/maps?cp=53.77595901489258%7E-2.658539056777954&lvl=16.0&q=Your%20Roofer%20%2C%2020%20Cavendish%20Dr%2C%20Preston%20PR2%206NA,53.77595901,-2.658539057,,,Home service,Open · Closes 20:00,,07743 233888,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN6F7E0DCDA1C368FD,Roof Helpline,"Edward Vii Quay, Navigation Way, Preston PR2 2YF",,https://www.bing.com/maps?cp=53.7620735168457%7E-2.7530479431152344&lvl=16.0&q=Roof%20Helpline%20%2C%20Edward%20Vii%20Quay%2C%20Navigation%20Way%2C%20Preston%20PR2%202YF,53.76207352,-2.753047943,,,Construction services,Closed · Opens tomorrow 09:00,https://roof-helpline.co.uk/,0800 135 7663,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9BDC989132720733,KIRKHAM ROOFERS,"Robson Way, Blackpool FY3 7PP",,https://www.bing.com/maps?cp=53.83926773071289%7E-3.0187737941741943&lvl=16.0&q=KIRKHAM%20ROOFERS%20%2C%20Robson%20Way%2C%20Blackpool%20FY3%207PP,53.83926773,-3.018773794,,,Home service,Open 24 hours,,07858 094570,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNCF890D66F5ECC4D4,Roofing Contractors Liverpool,"Private Address in Ormskirk, England",,https://www.bing.com/maps?cp=53.638275146484375%7E-2.902853488922119&lvl=16.0&q=Roofing%20Contractors%20Liverpool%20%2C%20Private%20Address%20in%20Ormskirk%2C%20England,53.63827515,-2.902853489,,,Home service,Closed · Opens Mon 08:00,,0151 541 0600,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNADD3F16384810A78,WarmRoof Systems,"245 Eldon St, Preston PR2 2BB",https://www.bing.com/th?id=OLC.qYXelThj7NgxrA480x360&pid=Local,https://www.bing.com/maps?cp=53.76914978027344%7E-2.722304582595825&lvl=16.0&q=WarmRoof%20Systems%20%2C%20245%20Eldon%20St%2C%20Preston%20PR2%202BB,53.76914978,-2.722304583,,,Home service,Closed · Opens Mon 08:00,http://www.fisherroof.co.uk/,01772 305149,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN10441EA5258EE323,SJD Roofing Services,"57 Woodplumpton Rd, Preston PR2 2LQ",,https://www.bing.com/maps?cp=53.773590087890625%7E-2.7294819355010986&lvl=16.0&q=SJD%20Roofing%20Services%20%2C%2057%20Woodplumpton%20Rd%2C%20Preston%20PR2%202LQ,53.77359009,-2.729481936,,,Home service,Open 24 hours,,07590 917375,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN55E99DBEA9E5B010,J Owens Roofing Contractors,"Grasmere Rd, Blackpool FY1 5PN",,https://www.bing.com/maps?cp=53.807289123535156%7E-3.0416741371154785&lvl=16.0&q=J%20Owens%20Roofing%20Contractors%20%2C%20Grasmere%20Rd%2C%20Blackpool%20FY1%205PN,53.80728912,-3.041674137,,,Home service,,,01253 767134,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9E07177E553C7C36,Roofing Contractors Blackburn,"Private Address in Blackburn, England",,https://www.bing.com/maps?cp=53.749637603759766%7E-2.4949417114257812&lvl=16.0&q=Roofing%20Contractors%20Blackburn%20%2C%20Private%20Address%20in%20Blackburn%2C%20England,53.7496376,-2.494941711,,,Home service,Closed · Opens Mon 08:00,,01254 492078,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF6FFE4593DB9A7DA,W Hughes & Son,"282-286 Ribbleton Ln, Preston PR1 5EB",,https://www.bing.com/maps?cp=53.76641845703125%7E-2.6794135570526123&lvl=16.0&q=W%20Hughes%20%26%20Son%20%2C%20282-286%20Ribbleton%20Ln%2C%20Preston%20PR1%205EB,53.76641846,-2.679413557,,,Contractor,,http://www.whughes.co.uk/,01772 792334,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN3EA0BBCE51CD28AC,Ashton's Roof Care,"203 Mossy Lea Rd, Wigan WN6 9RW",,https://www.bing.com/maps?cp=53.60242462158203%7E-2.6993443965911865&lvl=16.0&q=Ashton's%20Roof%20Care%20%2C%20203%20Mossy%20Lea%20Rd%2C%20Wigan%20WN6%209RW,53.60242462,-2.699344397,,,Home service,,,01257 423620,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN69CE212124ECB8D,Gavin's Roof Repairs & Maintenance,"8 Old Penny Gardens, Morecambe LA4 6UZ",,https://www.bing.com/maps?cp=54.06684875488281%7E-2.8342368602752686&lvl=16.0&q=Gavin's%20Roof%20Repairs%20%26%20Maintenance%20%2C%208%20Old%20Penny%20Gardens%2C%20Morecambe%20LA4%206UZ,54.06684875,-2.83423686,,,Home service,,,07711 030565,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN1A8D98F8C45CEF41,J.Fraser Roof & Home Maintenance,"Private Address in Bolton, England",,https://www.bing.com/maps?cp=53.59334945678711%7E-2.510166883468628&lvl=16.0&q=J.Fraser%20Roof%20%26%20Home%20Maintenance%20%2C%20Private%20Address%20in%20Bolton%2C%20England,53.59334946,-2.510166883,,,Home service,Closed · Opens Mon 08:00,http://www.facebook.com/jfrasermaintenance,07342 306513,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN20737B81D8D62A5C,FLG Roof Surveys,"1 Glen Grove, Preston PR2 6SB",,https://www.bing.com/maps?cp=53.78392028808594%7E-2.654362916946411&lvl=16.0&q=FLG%20Roof%20Surveys%20%2C%201%20Glen%20Grove%2C%20Preston%20PR2%206SB,53.78392029,-2.654362917,,,Home service,Open 24 hours,http://www.mybuilder.com/ checkatrade/ bark,07724 616385,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN3D165A4799AA47DD,Enviro Roof Flat Roofing Systems Ltd,Shevington WN6 8AH,,https://www.bing.com/maps?cp=53.57610321044922%7E-2.6851017475128174&lvl=16.0&q=Enviro%20Roof%20Flat%20Roofing%20Systems%20Ltd%20%2C%20Shevington%20WN6%208AH,53.57610321,-2.685101748,,,Home service,,http://www.enviro-roof.co.uk/,01257 472825,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9444F4571F67C823,Wayne Jobey Building & Roofing Contractors,"14 Norfolk Ave, Morecambe LA3 1JF",,https://www.bing.com/maps?cp=54.05978775024414%7E-2.882514238357544&lvl=16.0&q=Wayne%20Jobey%20Building%20%26%20Roofing%20Contractors%20%2C%2014%20Norfolk%20Ave%2C%20Morecambe%20LA3%201JF,54.05978775,-2.882514238,,,Home service,Open · Closes 23:59,,01524 424171,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YND58CF0B0E214E9F1,SupaLite Tiled roof System,"Unit 25 Old Mill Industrial Estate, Preston PR5 6SY",,https://www.bing.com/maps?cp=53.73551559448242%7E-2.6581969261169434&lvl=16.0&q=SupaLite%20Tiled%20roof%20System%20%2C%20Unit%2025%20Old%20Mill%20Industrial%20Estate%2C%20Preston%20PR5%206SY,53.73551559,-2.658196926,,,Construction services,,,01772 868060,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNB05D41A6595521CA,Clean Slate Roof and Exterior Cleaning Services,"Private Address in Lancaster, England",,https://www.bing.com/maps?cp=54.06806945800781%7E-2.775160789489746&lvl=16.0&q=Clean%20Slate%20Roof%20and%20Exterior%20Cleaning%20Services%20%2C%20Private%20Address%20in%20Lancaster%2C%20England,54.06806946,-2.775160789,,,Home service,Closed · Opens Mon 09:00,,07400 363635,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN639404C58DBDAD22,Roof Tech Warranties,"Wintergreen House, 1 Lord St, Lytham St Anne's FY8 2DF",,https://www.bing.com/maps?cp=53.75647735595703%7E-3.0327956676483154&lvl=16.0&q=Roof%20Tech%20Warranties%20%2C%20Wintergreen%20House%2C%201%20Lord%20St%2C%20Lytham%20St%20Anne's%20FY8%202DF,53.75647736,-3.032795668,,,Home service,Open · Closes 20:00,,01253 780588,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN5303163F162379E4,Jones Asbestos Services,"Chaddleworth, Hall Ln, Wigan WN6 9EQ",https://www.bing.com/th?id=OLC.TAs46VgLcm8HUA480x360&pid=Local,https://www.bing.com/maps?cp=53.592315673828125%7E-2.7278223037719727&lvl=16.0&q=Jones%20Asbestos%20Services%20%2C%20Chaddleworth%2C%20Hall%20Ln%2C%20Wigan%20WN6%209EQ,53.59231567,-2.727822304,,,Health & medical,Open · Closes 23:00,http://www.asbestoscollections.co.uk/,07931 890343,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
